idEstudiante,idPrograma,Programa,nombre,email,sexo,genero,fechaNacimiento,Modalidad Grado,telefono,fechaInicio,fechaFin
178,11,Derecho,Jessica Kling,Randy_Rath61@gmail.com,male,Transexual,7/26/1992,pasantia,3760615782,11/5/2016,9/6/2021
179,56,Ingenieria de Sistemas y Computacion (Maestria),Kristi Graham,Vicky91@yahoo.com,female,Transgender person,1/9/1996,pasantia,3872258960,1/21/2019,4/30/2025
180,7,Ciencias de la Computacion,Luis Crona,Annie.Harber91@gmail.com,female,Trans man,6/29/1995,bapi,3848808025,10/6/2016,1/16/2029
181,2,Antropologia,Hannah Stokes,Marcella34@gmail.com,female,T* woman,10/3/1999,pasantia,3429256019,8/10/2027,10/15/2034
182,68,Biologia (Doctorado),Tim Gerlach,Monica_Toy@yahoo.com,female,Trans woman,10/19/1999,pasantia,3880249060,6/26/2027,12/2/2039
183,49,Fisica (Maestria),Sarah Padberg,Nicholas26@yahoo.com,male,Intersex man,5/4/1993,tesis,3882246810,6/14/2021,5/22/2029
184,31,Matematicas,Glenda Hintz,Kevin31@hotmail.com,male,Demi-woman,2/16/1998,tesis,3658073531,10/19/2018,7/29/2027
185,55,Ingenieria de Materiales (Maestria),Gail Ledner-Streich,Kristie_Koch81@gmail.com,female,Demiflux,3/23/1994,pasantia,3693775428,2/28/2016,12/30/2024
186,34,Musica,Edward Towne,Belinda.Schneider@hotmail.com,female,Transmasculine,4/17/1995,bapi,3223983947,10/19/2023,8/27/2033
187,46,Economia (Maestria),Reginald West,Kathleen.Swift-Keeling@hotmail.com,female,Trans,2/24/1996,bapi,3208382910,5/1/2019,11/6/2029
188,27,Ingenieria Industrial,Virginia Johns,Jean_Cummerata@gmail.com,male,Agender,6/12/1998,pasantia,3976535040,11/23/2027,9/26/2033
189,77,Medicina (Doctorado),Toby Rempel,Jody.Olson61@hotmail.com,female,Non-binary,8/8/1998,tesis,3332878433,8/15/2027,8/26/2037
190,48,Estudios Latinoamericanos (Maestria),Rodolfo Legros-Bernhard,Tabitha90@yahoo.com,female,Male to female,7/14/1990,pasantia,3922733442,8/23/2015,5/27/2024
191,43,Biologia Molecular y Biotecnologia (Maestria),Candice Feest Sr.,Alonzo49@hotmail.com,male,FTM,4/25/1998,tesis,3159198600,11/30/2020,2/5/2030
192,19,Ingenieria Agricola,Percy Baumbach,Eddie.West49@hotmail.com,male,Transexual man,9/18/1990,pasantia,3391917004,11/24/2015,5/4/2022
193,37,Pedagogia,Rodney Bogan-Boehm,Noah_Deckow65@yahoo.com,male,Gender neutral,1/16/1990,bapi,3423178579,12/24/2010,11/4/2020
194,33,Microbiologia,Vicki Grant,Kristin.Abbott59@gmail.com,female,Genderflux,7/2/1990,pasantia,3844862895,9/12/2014,10/15/2021
195,74,Ingenieria Civil (Doctorado),Gina Rohan,Judy_Baumbach27@yahoo.com,female,T* woman,12/16/1992,pasantia,3449546753,8/25/2013,2/27/2024
196,42,Arquitectura Paisajista (Maestria),Morris Spencer,Jordan33@hotmail.com,male,Transexual person,9/24/1992,bapi,3725193657,9/30/2021,9/3/2029
197,32,Medicina,Adam Gleason,Susan28@gmail.com,female,Cisgender male,4/1/1996,pasantia,3409393214,10/3/2026,12/10/2034
198,47,Educacion (Maestria),Marshall Schmidt,Carmen_Collier-Rau23@gmail.com,female,Male to female transgender woman,8/14/1995,tesis,3321912910,3/23/2026,6/2/2032
199,78,Neurociencias (Doctorado),Samuel Crooks,Levi_Smitham26@hotmail.com,male,Female to male trans man,8/25/1999,pasantia,3736808555,11/28/2028,4/9/2036
200,75,Linguistica (Doctorado),Willie Mayert,Suzanne.Jakubowski@gmail.com,female,Neither,8/3/1998,tesis,3526701982,5/14/2025,6/17/2034
201,44,Ciencias de la Informacion y la Comunicacion (Maestria),Lynda Cruickshank,Mamie.Krajcik@gmail.com,female,Woman,11/4/1999,pasantia,3196141404,8/10/2020,11/22/2030
202,51,Gestion y Desarrollo Urbanos (Maestria),Lamar Langosh,Shannon_Fadel34@hotmail.com,male,Transexual man,6/7/1995,pasantia,3855595784,12/9/2017,10/11/2028
203,74,Ingenieria Civil (Doctorado),Michael Rath,Doug.Cole-Hansen18@hotmail.com,male,Cis,1/3/1992,tesis,3613755434,6/6/2017,10/11/2025
204,50,Genetica y Biologia Molecular (Maestria),Thomas Hettinger,Gladys15@hotmail.com,female,Demigender,6/15/1999,pasantia,3525554713,1/21/2028,7/1/2035
205,38,Psicologia,Irene Boyer,Shane.Conroy65@hotmail.com,male,Transgender female,1/2/1994,tesis,3801669888,4/9/2016,12/18/2025
206,8,Ciencias Politicas,Mrs. Angelica Gorczany PhD,Ramiro89@hotmail.com,male,Demigender,3/18/1995,tesis,3428072153,5/21/2015,5/24/2026
207,53,Ingenieria Biomedica (Maestria),Erick Dooley DDS,Travis16@yahoo.com,male,FTM,11/29/1997,tesis,3982961520,1/1/2018,4/9/2030
208,54,Ingenieria Civil y Ambiental (Maestria),Charles DuBuque,Alan95@yahoo.com,male,Androgynous,7/12/1998,bapi,3386314776,12/22/2019,10/26/2024
209,3,Arquitectura,Kimberly Halvorson,Miguel72@yahoo.com,male,Transexual man,8/9/1990,tesis,3547370459,6/14/2021,9/16/2026
210,36,Odontologia,Douglas Beer,Taylor1@yahoo.com,male,Transexual woman,3/5/1994,bapi,3250118873,1/16/2019,5/19/2028
211,22,Ingenieria Civil,Tyler Jenkins,Shelley.Torphy@gmail.com,female,Two* person,11/11/1998,pasantia,3144306977,9/16/2021,10/25/2028
212,46,Economia (Maestria),Sadie Reichert,Jody.Hilpert-Nader76@yahoo.com,male,Two* person,12/1/1996,tesis,3881929812,12/5/2017,2/11/2024
213,27,Ingenieria Industrial,Phil O'Conner,Natasha79@yahoo.com,female,FTM,10/25/1994,tesis,3264553577,8/26/2026,1/29/2032
214,74,Ingenieria Civil (Doctorado),Angelica Hermiston,Manuel90@hotmail.com,male,Other,1/16/1994,pasantia,3689332856,3/23/2014,2/4/2022
215,23,Ingenieria de Alimentos,Sue Gutkowski,Mamie.Mraz@yahoo.com,female,Demi-boy,4/29/1998,pasantia,3108803728,9/9/2018,8/10/2029
216,39,Quimica,Benjamin Jast,Shelia_Weimann51@hotmail.com,female,Demigender,8/24/1998,pasantia,3687923814,9/28/2020,11/5/2026
217,32,Medicina,Mr. Frankie Rosenbaum,Kim_Keebler82@yahoo.com,male,Polygender,2/2/1990,tesis,3873786834,6/10/2021,11/22/2026
218,9,Comunicacion Social,Shari Shanahan,Elsie.Armstrong-Hahn@yahoo.com,female,Non-binary,3/1/1997,bapi,3630124621,4/4/2029,10/6/2033
219,15,Enfermeria,Dallas Gottlieb,Courtney_Barton@gmail.com,female,Transexual person,5/20/1996,bapi,3451030592,6/1/2025,11/13/2032
220,40,Sociologia,Gilberto Hegmann,Felix.Murphy51@gmail.com,male,Cis woman,5/7/1993,tesis,3511556154,9/11/2012,11/17/2023
221,26,Ingenieria Electrica,Dwayne McClure DVM,Theresa64@gmail.com,female,Intersex person,7/24/1998,bapi,3732252705,11/25/2028,5/27/2034
222,71,Educacion (Doctorado),Dr. Derrick Kling,Clark99@hotmail.com,male,MTF,6/14/1992,tesis,3962562957,12/24/2013,3/28/2019
223,33,Microbiologia,Mrs. Lynne Effertz Jr.,Marc_Boyer@yahoo.com,male,Intersex,10/28/1992,tesis,3033331587,9/8/2018,7/16/2023
224,14,Educacion,Frances Durgan,Claire6@gmail.com,female,Cis man,1/8/1993,tesis,3913822909,4/17/2016,6/21/2025
225,54,Ingenieria Civil y Ambiental (Maestria),Derek Rippin,Brian_Heaney@yahoo.com,male,Xenogender,9/3/1990,tesis,3462802098,5/13/2018,4/23/2026
226,50,Genetica y Biologia Molecular (Maestria),Dwayne Zemlak DDS,Clinton.Lockman@gmail.com,male,Cis male,6/17/1990,tesis,3082899814,9/26/2012,5/27/2024
227,66,Trabajo Social (Maestria),Ira Stark-Harris,Tracy.Medhurst-Lindgren@yahoo.com,female,Trans female,7/29/1996,bapi,3195860002,12/6/2028,5/18/2037
228,32,Medicina,Melissa Glover PhD,Judy.Beahan@yahoo.com,female,Transgender female,12/13/1994,tesis,3879074198,2/14/2018,4/16/2022
229,44,Ciencias de la Informacion y la Comunicacion (Maestria),Kristen Walsh,Ruben_Fadel@hotmail.com,male,T* woman,5/5/1992,bapi,3576788350,4/17/2017,7/23/2022
230,78,Neurociencias (Doctorado),Barbara Fritsch,Ricardo_Will96@yahoo.com,male,Intersex man,1/21/1992,tesis,3866926955,8/24/2021,11/30/2030
231,56,Ingenieria de Sistemas y Computacion (Maestria),Darrel Emmerich Jr.,Saul.Gutmann@gmail.com,male,M2F,7/3/1990,pasantia,3545144398,6/6/2017,6/11/2027
232,47,Educacion (Maestria),Alice Hoeger Jr.,Kurt_Heathcote96@gmail.com,male,MTF,2/29/1996,bapi,3788176997,4/6/2022,7/7/2032
233,33,Microbiologia,Anthony Spencer,Claudia.Schiller84@yahoo.com,female,Gender neutral,4/25/1991,tesis,3516625268,10/1/2017,6/7/2024
234,45,Desarrollo Sostenible (Maestria),Jack Bauch-Blanda,Harriet69@gmail.com,female,Transexual man,2/11/1998,pasantia,3844455545,6/17/2021,4/28/2028
235,53,Ingenieria Biomedica (Maestria),Adam Bahringer,Norma_Glover63@yahoo.com,female,Trans male,4/4/1997,tesis,3110259861,4/6/2028,8/17/2036
236,59,Musica (Maestria),Paula Russel,Joyce_Ruecker@yahoo.com,female,Transexual male,3/23/1999,tesis,3087036395,12/2/2028,1/13/2034
237,58,Matematicas (Maestria),Loren Cormier,Sharon_Herman@hotmail.com,female,Cis female,11/1/1999,tesis,3875166673,11/4/2030,10/15/2037
238,32,Medicina,Sherman Baumbach,Kent_Cronin@yahoo.com,male,Female to male,11/9/1996,pasantia,3671321029,8/10/2023,5/17/2030
239,12,Diseno Grafico,Theresa Koepp III,Judith_Conroy1@hotmail.com,female,Other,12/7/1997,pasantia,3897136415,9/13/2020,7/22/2028
240,22,Ingenieria Civil,Eileen Smith,Johnnie5@gmail.com,male,Demi-girl,11/3/1995,bapi,3790599438,8/10/2025,12/11/2035
241,43,Biologia Molecular y Biotecnologia (Maestria),Dominic Ryan IV,Antoinette.Huels@hotmail.com,female,Cisgender man,2/4/2000,tesis,3861421183,9/14/2024,7/24/2033
242,37,Pedagogia,Isaac Kunde,Bradford.Harvey@yahoo.com,male,T* man,1/5/1991,tesis,3226983166,6/7/2021,12/19/2026
243,23,Ingenieria de Alimentos,Adrienne Altenwerth,Austin_Little82@hotmail.com,male,MTF,7/26/1994,tesis,3890373991,8/29/2025,4/4/2031
244,37,Pedagogia,Ms. Katie Stracke Sr.,Damon59@yahoo.com,male,Gender questioning,7/21/1995,pasantia,3420947692,1/29/2024,12/2/2029
245,8,Ciencias Politicas,Rudolph West,Traci27@gmail.com,female,Gender questioning,8/5/1996,tesis,3271936653,6/8/2020,7/11/2030
246,20,Ingenieria Ambiental,Steve Skiles II,Rodolfo_Labadie8@gmail.com,male,Demi-man,3/31/1993,bapi,3986873821,5/3/2020,7/15/2025
247,65,Sociologia (Maestria),Wm Hackett,Claudia.Bernhard@gmail.com,female,Trans,10/19/1991,tesis,3209200826,3/25/2015,11/28/2020
248,19,Ingenieria Agricola,Stephanie Mante,Kim_Mohr@yahoo.com,male,Transmasculine,11/14/1994,bapi,3012870316,12/16/2017,4/25/2028
249,42,Arquitectura Paisajista (Maestria),Alexander Walsh,Virgil2@yahoo.com,male,Male to female trans woman,3/9/1993,pasantia,3589092565,10/18/2016,12/21/2028
250,40,Sociologia,Betsy McKenzie V,Maureen_Johnston12@hotmail.com,female,Trans,12/8/1992,pasantia,3906930534,4/11/2018,7/19/2026
251,59,Musica (Maestria),Tami Haag,Angela28@gmail.com,female,M2F,3/18/1995,tesis,3688022156,7/25/2025,11/6/2030
252,28,Ingenieria Mecanica,Wendy Ritchie,Geneva76@gmail.com,female,FTM,9/18/1995,tesis,3837545243,10/20/2015,12/24/2026
253,23,Ingenieria de Alimentos,Ramona O'Conner,Christie.Feest@yahoo.com,female,Two* person,11/23/1996,tesis,3696686941,11/2/2018,11/6/2024
254,14,Educacion,Mike Bauch,Owen_Gusikowski43@gmail.com,male,Gender nonconforming,6/26/1993,pasantia,3921576342,7/3/2023,9/13/2034
255,56,Ingenieria de Sistemas y Computacion (Maestria),Cassandra Nolan,Cora.Upton80@yahoo.com,female,Agender,7/18/1993,tesis,3487296778,9/27/2017,4/4/2022
256,20,Ingenieria Ambiental,Neil Kuhn,Bradford.Veum65@yahoo.com,male,Female to male trans man,4/7/1991,pasantia,3881553881,7/11/2020,4/21/2028
257,69,Ciencias de la Informacion y la Comunicacion (Doctorado),Jorge Stoltenberg,Ellen_Marquardt54@gmail.com,female,Pangender,7/11/1995,tesis,3061164186,3/16/2016,7/24/2023
258,23,Ingenieria de Alimentos,Rosalie Reichert,Elvira5@hotmail.com,female,Bigender,9/27/1997,pasantia,3034446890,10/6/2022,11/12/2028
259,18,Historia,Clarence Ward,Johnny_Pfeffer@gmail.com,male,Intersex woman,8/10/1996,tesis,3812933668,2/15/2024,9/24/2034
260,53,Ingenieria Biomedica (Maestria),Bobby Kreiger,Ryan49@gmail.com,male,Genderflux,11/15/1998,bapi,3700409152,11/24/2024,5/2/2035
261,33,Microbiologia,Otis Schiller,Rene17@gmail.com,male,Trigender,6/19/1998,pasantia,3618276768,10/30/2021,3/7/2028
262,70,Derecho (Doctorado),Lance Towne,Shelia.Bode56@gmail.com,female,Cis,4/14/1999,bapi,3920552810,1/22/2030,2/1/2039
263,37,Pedagogia,Miss Margarita Jenkins,Natalie.Haag@yahoo.com,female,Cis female,10/22/1996,bapi,3578740024,8/31/2020,11/12/2027
264,28,Ingenieria Mecanica,Wesley Renner,Pedro.Schaden@gmail.com,male,M2F,4/30/1993,bapi,3018497556,7/8/2016,12/16/2020
265,24,Ingenieria de Minas,Theresa Hauck,Dianna.Towne@hotmail.com,female,Other,2/17/1999,bapi,3919736179,6/23/2025,2/27/2034
266,43,Biologia Molecular y Biotecnologia (Maestria),Tim Lebsack,Tom76@hotmail.com,male,Gender fluid,2/16/1994,pasantia,3781224825,4/18/2024,10/27/2034
267,9,Comunicacion Social,Dr. Larry Sanford,Desiree.Kirlin58@gmail.com,female,Transexual male,4/24/1990,tesis,3718016744,4/28/2015,10/1/2023
268,16,Fisica,Kerry Dietrich,Wesley_Predovic@yahoo.com,male,Cisgender man,6/1/1992,bapi,3929415843,4/12/2023,5/20/2029
269,63,Quimica (Maestria),Rosie Deckow,Lillie_Runolfsson@gmail.com,female,T* man,1/11/1999,bapi,3391394647,10/23/2027,11/30/2030
270,71,Educacion (Doctorado),Clara Botsford,Pam_Hettinger@yahoo.com,female,Trans man,5/18/1995,pasantia,3148730845,11/30/2023,12/31/2032
271,39,Quimica,Theresa Paucek I,Steven_Leannon78@gmail.com,male,Xenogender,4/1/1995,bapi,3976262173,6/8/2017,11/11/2023
272,47,Educacion (Maestria),Jenny Boehm,Allan_Ziemann@hotmail.com,male,Trans woman,10/23/1993,tesis,3244476631,2/1/2020,12/3/2028
273,7,Ciencias de la Computacion,Irene Barton,Dave8@gmail.com,male,Hermaphrodite,12/29/1998,tesis,3871750161,3/4/2020,2/7/2030
274,77,Medicina (Doctorado),Darryl Lindgren,Ray73@hotmail.com,male,Transexual person,8/15/1993,bapi,3344010863,2/21/2014,12/30/2025
275,2,Antropologia,Kristie O'Reilly III,Lloyd_Gorczany-Strosin92@yahoo.com,male,Non-binary,4/17/1994,bapi,3808322571,2/18/2020,3/2/2031
276,12,Diseno Grafico,Isabel Skiles,Darren.Bartell99@gmail.com,male,Gender fluid,6/28/1995,pasantia,3308085197,10/5/2016,12/6/2019
277,70,Derecho (Doctorado),Darin Keebler,Katherine56@hotmail.com,female,Genderqueer,6/27/1994,pasantia,3952388208,11/5/2014,2/16/2022
278,30,Lenguas Modernas,Lillie Bailey,Ryan.Emmerich81@hotmail.com,male,Multigender,5/22/1990,bapi,3544837126,10/2/2011,7/5/2015
279,28,Ingenieria Mecanica,Ervin Price,Lindsey85@hotmail.com,female,Transexual man,5/31/1991,bapi,3740689559,9/11/2013,7/13/2020
280,5,Biologia,Tim Carroll-Hintz,Howard28@yahoo.com,male,Man,8/27/1999,bapi,3451202999,11/1/2025,3/3/2030
281,37,Pedagogia,Edna Metz DVM,Kelvin86@hotmail.com,male,Demiflux,1/4/1990,pasantia,3520568537,4/13/2013,11/22/2019
282,9,Comunicacion Social,Rex Bahringer,Harry77@hotmail.com,male,Female to male,7/14/1991,tesis,3159828822,3/25/2014,7/4/2019
283,32,Medicina,Tracey Fritsch,Sara24@gmail.com,female,Female to male transgender man,10/26/1993,pasantia,3746571234,9/29/2022,12/3/2033
284,32,Medicina,Mr. Kurt Shanahan Sr.,Merle64@gmail.com,male,Trans woman,5/26/1996,pasantia,3725551748,2/3/2027,3/11/2033
285,67,Arquitectura (Doctorado),Rhonda Medhurst II,Darrell43@yahoo.com,male,Demi-girl,11/8/1991,bapi,3561504805,2/14/2011,8/25/2022
286,29,Ingenieria Quimica,Blake McDermott,Elias.Mann29@yahoo.com,male,Bigender,12/13/1990,tesis,3903211985,9/15/2019,9/19/2030
287,18,Historia,Erik Torp,Archie84@yahoo.com,male,F2M,11/15/1993,tesis,3706753181,8/19/2014,8/28/2026
288,1,Administracion de Empresas,Cora Kessler,Alberta.Johnston@yahoo.com,female,Non-binary,7/26/1996,bapi,3057559816,6/4/2027,3/6/2037
289,76,Matematicas (Doctorado),Leo Champlin,Glenda.Hartmann@gmail.com,female,Transexual woman,2/14/1995,bapi,3937606502,6/26/2019,7/6/2029
290,50,Genetica y Biologia Molecular (Maestria),Mr. Gustavo Vandervort,Monique73@hotmail.com,female,Female to male transgender man,8/26/1997,tesis,3438982263,8/5/2027,11/16/2038
291,59,Musica (Maestria),Antonio Upton,Terrance72@gmail.com,male,Non-binary,7/18/1998,bapi,3396562150,8/23/2025,1/1/2034
292,63,Quimica (Maestria),Marlon Grant,Claude.Ferry@gmail.com,male,Transexual man,11/29/1994,pasantia,3911700660,1/2/2018,4/6/2024
293,80,Sociologia (Doctorado),Toby Sporer,Lynne.Dickens72@gmail.com,female,Transmasculine,4/21/1993,pasantia,3062012049,8/22/2019,11/25/2024
294,39,Quimica,Silvia Swift,Mathew_Boyer@yahoo.com,male,Demi-boy,5/6/1991,pasantia,3540576595,1/11/2017,9/21/2028
295,66,Trabajo Social (Maestria),Nicole Ondricka-Moen,Faye81@hotmail.com,female,Genderflux,9/29/1993,bapi,3259560335,5/30/2024,3/9/2031
296,68,Biologia (Doctorado),Mary Considine-Muller,Ignacio_Haley47@gmail.com,male,Male to female transsexual woman,2/27/1996,bapi,3291008197,9/5/2021,12/12/2031
297,20,Ingenieria Ambiental,Nancy Lind,Felipe.Von@yahoo.com,male,Genderflux,9/6/1997,pasantia,3075951021,2/8/2023,8/20/2032
298,47,Educacion (Maestria),Roland Hodkiewicz-Langworth,Donnie_Carroll@hotmail.com,male,Male to female transgender woman,9/11/1992,tesis,3215399316,4/23/2018,3/30/2023
299,13,Economia,Dr. Marcia Collier,Clinton_Botsford98@gmail.com,male,Cis,7/24/1997,bapi,3010218018,5/2/2026,11/4/2032
300,61,Odontologia (Maestria),Travis Ratke,Cecilia8@gmail.com,female,Female to male,8/23/1993,bapi,3492523413,4/25/2018,3/4/2028
301,58,Matematicas (Maestria),Abraham Parisian,Roman_Lowe9@gmail.com,male,Demi-man,6/30/1995,tesis,3803779630,9/6/2022,10/17/2026
302,9,Comunicacion Social,Marcella Doyle Sr.,Rachael47@hotmail.com,female,Intersex person,5/10/1990,pasantia,3052012190,1/11/2015,5/23/2026
303,10,Contaduria Publica,Kay Franey,Sonia83@hotmail.com,female,Polygender,8/9/1992,bapi,3097891233,10/17/2019,2/22/2030
304,42,Arquitectura Paisajista (Maestria),Jackie Waelchi II,Miriam_Beatty9@gmail.com,female,Trans person,8/10/1990,tesis,3894058963,8/18/2014,12/28/2025
305,2,Antropologia,Tom Morar Jr.,Crystal.Rosenbaum@hotmail.com,female,Transmasculine,5/28/1999,bapi,3564993161,7/3/2030,12/4/2036
306,9,Comunicacion Social,Courtney Hodkiewicz,Constance_Glover88@hotmail.com,female,Gender neutral,7/3/1992,pasantia,3030720170,8/10/2012,5/20/2017
307,12,Diseno Grafico,Laurie Ankunding MD,Ernesto.Spinka-Pacocha@yahoo.com,male,Cisgender,7/20/1990,pasantia,3258866982,5/21/2014,10/27/2020
308,58,Matematicas (Maestria),Marianne Ernser,Tyler76@hotmail.com,male,Neutrois,11/16/1995,pasantia,3489294675,11/21/2021,3/24/2030
309,32,Medicina,Rufus Smitham,Dolores96@gmail.com,female,MTF,8/8/1995,tesis,3616139115,11/12/2021,2/20/2032
310,45,Desarrollo Sostenible (Maestria),Johnny Halvorson,Emanuel72@gmail.com,male,Trans female,12/26/1992,pasantia,3422740165,8/2/2023,12/4/2033
311,43,Biologia Molecular y Biotecnologia (Maestria),Irving Franecki,Bruce.King14@hotmail.com,male,Intersex person,4/3/1998,bapi,3651518225,12/12/2027,12/21/2031
312,30,Lenguas Modernas,Nettie Leuschke,Carrie.Pfannerstill21@hotmail.com,female,Transexual person,1/4/1992,pasantia,3719430700,10/6/2016,6/16/2025
313,10,Contaduria Publica,Deanna O'Connell,Lee.Von@yahoo.com,female,T* woman,2/20/1995,bapi,3001819675,1/1/2025,9/9/2031
314,13,Economia,Lamar McClure,Antonia22@yahoo.com,female,Female to male trans man,9/28/1995,bapi,3003023945,3/11/2015,8/22/2025
315,45,Desarrollo Sostenible (Maestria),Stacy Fritsch PhD,Constance_Toy@yahoo.com,female,Cisgender,6/18/1998,tesis,3141582657,10/27/2028,4/7/2035
316,18,Historia,Doyle Parker,Terrence_Reilly-Grimes63@yahoo.com,male,Omnigender,4/24/1997,tesis,3165634143,8/2/2026,10/8/2031
317,25,Ingenieria de Sistemas y Computacion,Everett Mertz,Gwen.Osinski80@gmail.com,female,Cisgender woman,7/13/1992,pasantia,3282433034,8/22/2021,8/2/2025
318,76,Matematicas (Doctorado),Ms. Amanda Marquardt,Betsy22@yahoo.com,female,Cisgender female,8/1/1996,bapi,3321993203,5/12/2028,8/23/2040
319,20,Ingenieria Ambiental,Mathew Batz,Martha.Crooks4@hotmail.com,female,Transgender person,3/25/1998,bapi,3362904680,9/6/2024,8/18/2030
320,42,Arquitectura Paisajista (Maestria),Ms. Angie Wisozk,Leticia64@hotmail.com,female,Intersex woman,1/5/1993,pasantia,3896526607,3/16/2017,6/24/2023
321,38,Psicologia,Dr. Ted Moore,Warren5@gmail.com,male,Neutrois,9/5/1995,bapi,3465954444,10/14/2016,4/15/2025
322,60,Neurociencias (Maestria),Lillie Langosh,Archie90@yahoo.com,male,F2M,3/27/1994,bapi,3530325592,4/1/2021,9/12/2032
323,70,Derecho (Doctorado),Janis Mohr,June.Hettinger8@yahoo.com,female,Agender,7/29/1994,bapi,3120053360,5/3/2022,7/5/2026
324,56,Ingenieria de Sistemas y Computacion (Maestria),Victor Wolf,Warren.Little22@gmail.com,male,Transexual woman,2/25/1993,tesis,3478603016,12/3/2018,3/7/2029
325,47,Educacion (Maestria),Dr. Jean Zemlak-Lubowitz,Darla_Crist31@yahoo.com,female,Female to male transsexual man,1/25/1998,bapi,3502889591,3/6/2027,8/8/2037
326,36,Odontologia,Theresa Lind,Henry93@yahoo.com,male,Two-spirit person,4/22/1997,pasantia,3973982484,12/2/2019,5/9/2028
327,11,Derecho,Leslie Mueller,Katie_Ortiz30@hotmail.com,female,Trigender,1/16/1998,tesis,3785521164,9/19/2024,10/28/2034
328,39,Quimica,Hazel Waters,Madeline79@hotmail.com,female,Transexual woman,6/12/1990,bapi,3770718483,4/22/2021,5/23/2027
329,43,Biologia Molecular y Biotecnologia (Maestria),Jared Tromp,Melissa57@yahoo.com,female,Transmasculine,12/21/1997,pasantia,3083101469,7/24/2022,12/5/2032
330,16,Fisica,Gregg Johnston,Herman45@hotmail.com,male,Bigender,2/2/1996,bapi,3998276116,9/12/2021,11/24/2026
331,10,Contaduria Publica,Nettie Rau,Flora_Reichel27@gmail.com,female,M2F,1/13/1997,tesis,3866367185,3/16/2025,2/19/2033
332,52,Historia (Maestria),Jeffery Hagenes,Bill.Heidenreich85@yahoo.com,male,Gender neutral,2/4/1994,bapi,3874099876,12/14/2015,2/24/2023
333,32,Medicina,Annie Jacobs,Tanya.Conn@gmail.com,female,Male to female,5/28/1997,pasantia,3194778580,5/29/2026,10/31/2035
334,4,Arte,Cesar Moore,Arnold_Powlowski@gmail.com,male,Gender fluid,11/25/1990,pasantia,3888619813,3/31/2014,6/7/2025
335,11,Derecho,Jonathan Doyle,Dwight.Upton67@gmail.com,male,Cisgender female,10/20/1994,bapi,3146419312,4/1/2021,8/5/2028
336,7,Ciencias de la Computacion,Natalie Dickens,Dwight.Olson32@yahoo.com,male,Polygender,8/11/1998,tesis,3611619586,12/12/2027,6/14/2036
337,66,Trabajo Social (Maestria),Mr. Lynn Willms,Mamie.Zulauf66@hotmail.com,female,Omnigender,10/1/1995,bapi,3864781782,8/5/2020,9/10/2030
338,17,Geografia,Roberto Leffler,Jan92@hotmail.com,female,Polygender,3/17/1996,pasantia,3545880556,12/27/2020,2/29/2032
339,41,Trabajo Social,Shawn Will,Darrell_Kohler71@yahoo.com,male,Polygender,5/15/1999,pasantia,3932693876,12/17/2026,1/20/2037
340,16,Fisica,Daniel Bins MD,Jana21@yahoo.com,female,Intersex man,3/21/1994,bapi,3065045348,9/1/2022,10/4/2029
341,32,Medicina,Marguerite Greenfelder,Archie.Flatley62@hotmail.com,male,Omnigender,7/4/1991,pasantia,3713226714,6/15/2013,12/17/2020
342,36,Odontologia,Dana Pfannerstill,Grady.McLaughlin@gmail.com,male,FTM,2/20/1992,pasantia,3536557528,4/1/2012,11/13/2022
343,49,Fisica (Maestria),Miss Bernice Schuppe,Lorraine.Thompson10@gmail.com,female,Cisgender female,5/4/1992,pasantia,3639347880,6/13/2013,10/23/2020
344,13,Economia,Sonya Corkery,Guadalupe.Baumbach@hotmail.com,male,T* man,12/13/1997,pasantia,3210560396,12/21/2026,12/22/2037
345,4,Arte,Francis Oberbrunner,Jeannie13@yahoo.com,female,Cisgender woman,8/11/1992,pasantia,3880276960,10/22/2017,1/3/2024
346,52,Historia (Maestria),Toby Little,Ollie.Emard29@gmail.com,female,Intersex,11/5/1994,pasantia,3657392748,9/7/2018,10/14/2023
347,54,Ingenieria Civil y Ambiental (Maestria),Dr. Kendra Goyette,Darrell_Watsica@gmail.com,male,Pangender,6/22/1992,bapi,3760797055,1/30/2016,10/1/2024
348,41,Trabajo Social,Ryan Parisian,Rufus_Bauch@yahoo.com,male,Polygender,12/6/1997,bapi,3781500436,6/13/2028,8/20/2039
349,38,Psicologia,Miss Emma Padberg DDS,Vicky99@hotmail.com,female,Male to female trans woman,11/16/1992,bapi,3676076445,2/28/2023,12/1/2026
350,74,Ingenieria Civil (Doctorado),Kay Wiza,Adrienne72@gmail.com,female,Male to female trans woman,10/1/1997,pasantia,3489167325,3/5/2021,7/17/2030
351,16,Fisica,Inez Baumbach,Archie94@yahoo.com,male,F2M,7/1/1994,bapi,3241395304,7/5/2021,11/16/2025
352,26,Ingenieria Electrica,Jessica Prohaska,Albert.Pacocha@hotmail.com,male,Other,6/20/1994,tesis,3853664823,6/29/2015,7/2/2025
353,5,Biologia,Randy Ernser,Mona6@yahoo.com,female,Cis,6/11/1990,tesis,3939554646,12/15/2020,5/21/2031
354,8,Ciencias Politicas,Alan Rippin,Marguerite_Rath@gmail.com,female,Cis male,3/9/1990,pasantia,3314171585,3/14/2021,1/21/2025
